RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7071,15573484,Customer_7071,695,France,Male,70,9,0.0,4,1,0,114618.55,0
7072,15637363,Customer_7072,641,France,Male,44,8,227671.42,3,0,0,43837.27,1
7073,15660996,Customer_7073,570,Germany,Female,38,1,219249.31,3,1,1,11495.54,0
7074,15637523,Customer_7074,702,France,Male,77,0,63406.46,2,0,0,183927.09,0
7075,15767188,Customer_7075,637,Germany,Male,81,9,185122.33,1,1,1,96230.16,0
7076,15789812,Customer_7076,558,France,Male,88,6,0.0,2,1,1,96053.92,0
7077,15605739,Customer_7077,534,Germany,Female,64,9,233483.9,2,0,1,148953.88,0
7078,15700722,Customer_7078,619,Germany,Male,71,10,61488.6,1,1,1,112007.06,0
7079,15637708,Customer_7079,610,Germany,Female,48,8,0.0,2,1,1,90860.28,1
7080,15639606,Customer_7080,612,Germany,Female,34,4,212172.44,2,1,0,158917.57,1
7081,15782573,Customer_7081,806,France,Male,67,10,182057.82,2,1,1,95007.47,0
7082,15768456,Customer_7082,690,Spain,Female,24,3,0.0,1,0,1,182540.32,0
7083,15743768,Customer_7083,673,France,Female,45,3,47906.41,2,0,0,61252.4,0
7084,15675020,Customer_7084,596,France,Female,27,7,222350.25,1,1,1,6729.62,0
7085,15614941,Customer_7085,694,Germany,Female,44,0,172628.89,1,1,0,29845.74,1
7086,15717494,Customer_7086,601,France,Male,30,0,166374.59,1,1,0,163829.45,0
7087,15657160,Customer_7087,839,Germany,Male,83,7,149820.13,1,1,1,185235.83,0
7088,15637171,Customer_7088,801,Germany,Male,77,1,193570.36,1,1,0,15026.37,0
7089,15792037,Customer_7089,520,France,Female,60,9,109746.0,1,1,0,181735.56,0
7090,15750014,Customer_7090,557,France,Female,86,5,41877.1,2,1,1,188729.66,0
7091,15619422,Customer_7091,809,France,Male,80,1,0.0,1,0,0,150863.08,0
7092,15701897,Customer_7092,627,Spain,Female,87,4,189544.47,2,1,1,152214.64,0
7093,15568736,Customer_7093,690,Germany,Male,82,2,0.0,2,0,0,317.97,0
7094,15791333,Customer_7094,607,France,Female,84,6,0.0,1,1,1,44548.27,0
7095,15596333,Customer_7095,372,France,Male,71,8,0.0,1,1,0,42932.5,1
7096,15758364,Customer_7096,532,Germany,Male,53,1,74716.22,2,1,0,116298.8,1
7097,15767141,Customer_7097,683,Spain,Male,88,6,0.0,1,1,0,131384.61,0
7098,15591281,Customer_7098,645,France,Female,32,7,223454.1,1,1,1,180328.64,0
7099,15579250,Customer_7099,619,France,Male,35,9,48614.89,2,0,0,97601.15,0
7100,15766943,Customer_7100,645,Spain,Female,21,7,92595.66,1,0,1,100206.77,0
7101,15658529,Customer_7101,529,France,Female,28,6,0.0,2,0,0,10863.54,1
7102,15687111,Customer_7102,514,France,Male,23,3,124273.6,2,1,1,199479.5,0
7103,15687138,Customer_7103,455,Spain,Male,68,3,0.0,2,1,0,189112.57,1
7104,15738281,Customer_7104,658,Germany,Female,75,9,0.0,1,0,0,14405.29,1
7105,15604559,Customer_7105,747,France,Female,77,8,168070.05,1,1,1,111540.5,0
7106,15712864,Customer_7106,740,France,Male,35,9,0.0,2,1,1,69571.19,1
7107,15619195,Customer_7107,758,France,Male,84,8,95852.73,2,1,1,85670.34,1
7108,15679289,Customer_7108,450,France,Female,34,4,130708.6,2,1,0,130335.17,0
7109,15660028,Customer_7109,603,Spain,Male,51,6,0.0,2,1,1,83946.07,0
7110,15702022,Customer_7110,697,France,Male,47,6,232394.28,2,0,0,99118.28,0
7111,15626459,Customer_7111,653,Germany,Male,36,8,0.0,2,1,1,54618.87,0
7112,15653801,Customer_7112,610,Spain,Male,26,6,177422.22,1,1,0,16485.52,0
7113,15674317,Customer_7113,733,France,Female,57,7,196653.46,2,0,0,151029.95,1
7114,15607164,Customer_7114,833,France,Female,61,6,0.0,1,0,1,75681.57,0
7115,15682787,Customer_7115,484,Germany,Male,76,10,49754.15,1,1,0,177314.39,0
7116,15752784,Customer_7116,799,Spain,Male,42,3,0.0,2,1,1,188989.68,0
7117,15603276,Customer_7117,613,Spain,Female,88,1,30081.85,2,0,1,17678.05,0
7118,15762768,Customer_7118,662,France,Female,70,2,203150.16,1,0,1,136871.7,1
7119,15661125,Customer_7119,631,Germany,Female,65,6,126748.37,3,1,0,164021.65,1
7120,15622196,Customer_7120,533,Germany,Female,88,10,48037.37,1,1,1,129406.84,1
7121,15603893,Customer_7121,666,Spain,Female,70,10,182482.95,1,1,0,65743.56,1
7122,15721011,Customer_7122,700,France,Male,66,8,89480.76,2,1,1,56910.75,0
7123,15583055,Customer_7123,588,Germany,Male,60,10,0.0,1,1,0,92453.04,0
7124,15605512,Customer_7124,439,Spain,Female,36,1,120657.72,2,1,0,51802.44,1
7125,15641170,Customer_7125,664,France,Female,83,6,66459.18,1,1,0,179140.06,0
7126,15595107,Customer_7126,769,France,Male,51,3,238053.24,2,0,1,9817.75,0
7127,15602055,Customer_7127,639,France,Female,90,6,96726.8,2,0,1,22544.29,0
7128,15750184,Customer_7128,592,France,Female,71,4,147388.7,2,0,1,121302.53,0
7129,15597834,Customer_7129,732,France,Male,18,6,237606.64,2,0,0,131666.4,0
7130,15589670,Customer_7130,626,Spain,Male,72,5,104493.08,3,1,0,147204.25,0
7131,15814328,Customer_7131,610,France,Male,32,1,95950.45,1,1,0,55123.63,0
7132,15813592,Customer_7132,632,France,Male,32,6,48977.35,1,0,0,58892.1,1
7133,15583595,Customer_7133,610,Germany,Female,40,4,0.0,2,1,1,82734.34,0
7134,15778723,Customer_7134,637,France,Male,83,8,202178.75,1,1,0,46904.45,0
7135,15794470,Customer_7135,682,France,Female,63,10,63042.64,3,0,0,75449.73,1
7136,15717678,Customer_7136,767,Germany,Female,26,0,89841.86,1,1,1,139382.03,0
7137,15782196,Customer_7137,431,Spain,Female,83,0,229578.83,1,1,1,99723.56,0
7138,15589820,Customer_7138,602,Germany,Female,83,1,138947.1,2,0,1,193315.11,0
7139,15799446,Customer_7139,787,Germany,Male,35,7,143520.23,1,1,0,115919.53,0
7140,15771922,Customer_7140,610,France,Female,34,10,0.0,1,1,0,65726.52,1
7141,15724780,Customer_7141,760,Spain,Female,89,8,0.0,1,0,0,36369.36,0
7142,15789566,Customer_7142,669,France,Female,51,10,0.0,2,1,1,43980.39,0
7143,15712089,Customer_7143,788,Spain,Male,86,10,202534.02,2,1,0,3222.98,1
7144,15798369,Customer_7144,679,France,Male,81,6,234291.81,1,1,0,88431.19,0
7145,15805816,Customer_7145,767,Spain,Male,61,0,0.0,2,1,0,191996.08,0
7146,15721545,Customer_7146,681,Germany,Male,46,6,0.0,2,1,1,155457.45,1
7147,15605310,Customer_7147,761,Spain,Male,79,7,38208.31,2,1,0,60144.71,1
7148,15802710,Customer_7148,825,France,Female,33,6,0.0,1,1,0,159751.01,0
7149,15686090,Customer_7149,718,France,Male,69,4,16647.15,1,1,1,186346.66,0
7150,15674457,Customer_7150,745,Germany,Female,19,6,0.0,2,1,0,134537.66,0
7151,15664489,Customer_7151,589,Spain,Male,78,9,213962.5,1,1,0,102362.79,0
7152,15779644,Customer_7152,650,France,Female,21,10,109711.49,1,1,0,27182.62,0
7153,15714873,Customer_7153,520,Spain,Male,69,1,95165.14,1,1,1,15943.29,0
7154,15729481,Customer_7154,701,Spain,Female,58,8,56657.01,1,1,1,43792.15,0
7155,15810637,Customer_7155,733,France,Male,69,1,21740.53,2,1,1,132663.78,1
7156,15604475,Customer_7156,536,Spain,Female,48,1,188891.91,1,1,1,30957.06,1
7157,15566973,Customer_7157,826,Germany,Female,43,4,27694.5,1,1,1,106634.66,0
7158,15585984,Customer_7158,611,France,Female,44,7,236720.71,1,1,0,87323.13,0
7159,15710716,Customer_7159,748,France,Female,68,5,0.0,1,1,1,125708.64,0
7160,15751076,Customer_7160,621,Germany,Female,65,8,0.0,1,0,1,10426.51,0
7161,15633075,Customer_7161,626,Germany,Female,28,5,24323.84,2,1,0,196033.94,0
7162,15604317,Customer_7162,373,France,Male,25,4,138706.88,1,0,0,137982.8,1
7163,15609626,Customer_7163,651,Germany,Male,29,0,93783.89,1,1,1,144345.74,0
7164,15788541,Customer_7164,542,Germany,Female,62,7,0.0,1,0,1,3257.37,0
7165,15569387,Customer_7165,728,Germany,Female,51,2,0.0,1,1,0,15902.81,1
7166,15612445,Customer_7166,572,France,Female,89,1,236359.05,2,1,1,137564.12,0
7167,15595652,Customer_7167,588,Spain,Female,64,6,12580.66,2,0,1,21938.03,1
7168,15731649,Customer_7168,649,France,Female,38,10,74904.86,2,1,1,179066.38,0
7169,15740944,Customer_7169,739,France,Female,58,1,0.0,1,1,1,124291.48,1
7170,15734051,Customer_7170,665,France,Female,39,0,219100.89,1,0,1,14225.18,0
7171,15757312,Customer_7171,611,France,Male,38,10,55787.0,1,1,1,122725.09,0
7172,15641072,Customer_7172,704,Spain,Female,45,1,26972.03,2,0,1,160543.42,0
7173,15630326,Customer_7173,684,France,Female,84,5,0.0,2,0,1,160177.98,1
7174,15652101,Customer_7174,606,Germany,Male,88,1,61649.54,2,1,1,80233.67,0
7175,15618394,Customer_7175,425,France,Male,31,0,27116.15,1,1,1,92017.95,0
7176,15785576,Customer_7176,786,France,Female,90,0,96251.7,1,1,1,147223.83,0
7177,15786853,Customer_7177,590,Spain,Male,69,3,115630.19,2,0,1,174823.93,1
7178,15626094,Customer_7178,725,Spain,Male,60,7,125181.71,2,1,0,158711.95,0
7179,15793755,Customer_7179,704,France,Male,88,5,0.0,1,0,1,119221.74,0
7180,15669862,Customer_7180,516,Germany,Female,36,3,121357.13,1,1,0,144979.82,0
7181,15706736,Customer_7181,597,France,Female,44,5,0.0,2,1,0,130468.95,0
7182,15631576,Customer_7182,486,France,Male,35,5,67461.06,1,1,1,115431.36,0
7183,15627073,Customer_7183,507,Spain,Female,30,8,98580.65,2,1,1,183932.31,0
7184,15584868,Customer_7184,628,Spain,Female,18,3,38404.38,3,1,0,129579.09,0
7185,15704714,Customer_7185,696,France,Female,51,5,205361.1,1,1,1,76404.95,1
7186,15799706,Customer_7186,784,Spain,Male,30,9,58290.97,1,1,0,194863.46,0
7187,15813392,Customer_7187,642,Germany,Male,68,0,191173.53,2,0,0,189933.37,0
7188,15786523,Customer_7188,531,France,Male,18,6,123734.33,1,1,0,156104.74,0
7189,15646204,Customer_7189,656,Germany,Male,45,6,0.0,1,0,1,6561.09,0
7190,15778343,Customer_7190,644,Germany,Female,49,10,0.0,1,0,0,145715.07,0
7191,15793141,Customer_7191,641,Germany,Female,89,0,20626.65,1,0,0,5995.55,0
7192,15686674,Customer_7192,669,France,Female,72,7,0.0,2,1,1,14732.68,0
7193,15626576,Customer_7193,850,Germany,Male,43,4,88442.44,2,1,0,70507.83,0
7194,15723892,Customer_7194,707,France,Male,31,8,110037.4,1,0,1,63244.43,0
7195,15610530,Customer_7195,501,Spain,Female,85,7,0.0,2,1,1,112758.7,0
7196,15727642,Customer_7196,660,Germany,Male,80,2,172452.91,2,1,0,48781.56,0
7197,15631508,Customer_7197,494,France,Male,31,0,10169.2,1,1,1,39845.78,0
7198,15629146,Customer_7198,702,Spain,Female,44,2,240185.22,1,1,0,133315.8,0
7199,15723617,Customer_7199,652,Spain,Male,58,1,0.0,2,1,0,88678.32,0
7200,15671794,Customer_7200,523,Spain,Male,20,1,69671.6,1,1,0,10603.74,0
7201,15599598,Customer_7201,622,France,Female,76,10,227350.52,1,1,1,88481.72,0
7202,15632715,Customer_7202,642,France,Male,40,3,11317.94,1,1,1,151739.03,0
7203,15803012,Customer_7203,834,Germany,Female,35,1,247913.46,1,1,1,13341.12,1
7204,15597843,Customer_7204,492,France,Female,91,7,0.0,2,0,0,183155.58,0
7205,15724550,Customer_7205,663,Spain,Male,58,4,38930.92,1,0,0,95295.38,1
7206,15685402,Customer_7206,668,France,Female,25,0,67625.61,2,0,1,102409.43,0
7207,15652931,Customer_7207,618,France,Male,49,5,0.0,1,0,0,59894.23,0
7208,15775891,Customer_7208,618,France,Male,58,6,0.0,2,1,1,129398.74,0
7209,15777687,Customer_7209,549,France,Male,62,0,0.0,1,1,1,4301.35,1
7210,15620736,Customer_7210,688,Spain,Male,26,2,27681.74,2,1,0,147706.67,0
7211,15736543,Customer_7211,605,France,Male,65,8,0.0,1,1,1,19841.98,0
7212,15776987,Customer_7212,591,France,Male,41,6,71620.17,1,1,1,88928.72,0
7213,15702498,Customer_7213,732,France,Male,61,3,231167.91,1,0,1,29433.06,0
7214,15741177,Customer_7214,723,Germany,Male,75,5,103562.2,2,1,0,33908.06,0
7215,15755997,Customer_7215,769,France,Male,83,5,193361.77,1,1,1,92896.11,0
7216,15700460,Customer_7216,596,Germany,Female,35,2,55645.17,2,1,1,13076.43,0
7217,15631257,Customer_7217,814,Germany,Female,46,1,0.0,1,1,1,29985.42,0
7218,15670431,Customer_7218,550,Germany,Male,19,4,143027.15,2,1,1,108728.05,0
7219,15775127,Customer_7219,596,Spain,Male,85,7,0.0,1,1,1,139212.17,0
7220,15758750,Customer_7220,457,Spain,Male,56,2,225630.38,1,0,1,71888.8,0
7221,15678593,Customer_7221,515,Spain,Female,90,4,141089.1,1,1,0,173166.14,1
7222,15798325,Customer_7222,778,France,Female,58,2,80567.75,1,1,1,32189.03,0
7223,15758466,Customer_7223,557,France,Male,88,6,36282.82,2,1,1,112118.23,0
7224,15812286,Customer_7224,690,France,Male,39,5,0.0,1,0,1,17870.71,1
7225,15576421,Customer_7225,473,Spain,Male,66,5,77304.84,2,0,0,33501.99,1
7226,15634792,Customer_7226,637,Spain,Female,45,0,212550.98,1,0,1,181748.88,0
7227,15725255,Customer_7227,354,Spain,Male,33,1,0.0,2,1,1,198551.27,1
7228,15574763,Customer_7228,569,France,Female,85,5,216130.86,2,1,1,199485.77,1
7229,15797277,Customer_7229,700,Spain,Female,79,7,0.0,4,1,1,160084.01,1
7230,15751633,Customer_7230,739,France,Male,53,4,195218.17,1,1,0,39930.45,0
7231,15627474,Customer_7231,700,France,Female,39,1,80633.24,2,1,0,57222.19,1
7232,15569644,Customer_7232,840,France,Male,28,4,0.0,1,1,1,17815.51,0
7233,15613518,Customer_7233,621,France,Female,59,8,14657.53,1,0,1,10820.48,0
7234,15742331,Customer_7234,682,Germany,Female,72,5,155879.62,2,1,0,146517.95,1
7235,15582684,Customer_7235,656,France,Male,90,4,138097.44,1,0,0,108082.37,0
7236,15647228,Customer_7236,763,France,Male,52,9,191267.76,2,0,0,132118.68,1
7237,15744495,Customer_7237,690,Germany,Female,74,5,184949.43,3,0,1,116017.49,0
7238,15812342,Customer_7238,660,Spain,Female,51,10,160628.08,2,0,0,2376.06,0
7239,15804776,Customer_7239,832,Germany,Female,90,8,0.0,1,1,0,63959.81,0
7240,15793946,Customer_7240,568,France,Male,87,6,226722.33,2,1,0,138240.24,1
7241,15635430,Customer_7241,726,Spain,Male,21,9,14324.61,1,1,1,172233.73,0
7242,15662610,Customer_7242,653,Spain,Male,63,2,202784.24,1,1,0,30886.13,0
7243,15660301,Customer_7243,480,France,Male,28,9,0.0,2,1,1,23601.08,0
7244,15697406,Customer_7244,641,Germany,Female,78,9,206318.46,2,0,0,191770.31,0
7245,15611382,Customer_7245,735,France,Female,52,4,121616.77,2,1,1,193442.47,0
7246,15713360,Customer_7246,646,France,Female,86,3,165265.07,1,1,1,150005.86,1
7247,15638170,Customer_7247,532,Germany,Female,74,10,97183.72,2,0,0,11846.1,0
7248,15750742,Customer_7248,650,Spain,Female,28,4,188482.9,2,1,0,126048.48,1
7249,15637500,Customer_7249,425,France,Male,29,7,71002.28,1,0,1,25689.36,0
7250,15638755,Customer_7250,732,Spain,Male,60,10,182645.42,1,1,0,169076.35,0
7251,15766096,Customer_7251,525,Spain,Female,36,5,56411.84,1,1,0,60639.56,0
7252,15686506,Customer_7252,721,Spain,Female,85,3,183320.24,1,0,1,95020.45,1
7253,15715302,Customer_7253,668,France,Female,76,4,0.0,1,1,1,37377.39,0
7254,15636627,Customer_7254,447,Spain,Female,19,10,76871.63,2,1,0,145018.49,0
7255,15814060,Customer_7255,625,France,Female,25,6,0.0,1,1,1,100441.7,0
7256,15787077,Customer_7256,617,Germany,Female,39,7,205286.23,2,0,1,141165.77,1
7257,15771193,Customer_7257,562,France,Female,38,4,175936.57,2,1,0,63948.82,1
7258,15797539,Customer_7258,726,France,Female,46,1,231738.07,1,1,1,75370.27,0
7259,15623310,Customer_7259,441,Germany,Male,54,5,47486.49,1,1,1,179295.51,0
7260,15620902,Customer_7260,530,France,Female,46,8,74637.12,2,0,1,50857.85,0
7261,15656105,Customer_7261,631,France,Female,54,2,80563.38,2,1,1,180598.67,0
7262,15740689,Customer_7262,824,France,Male,38,6,83268.72,2,1,0,15162.59,0
7263,15773354,Customer_7263,761,Germany,Male,29,7,0.0,1,1,0,31786.74,0
7264,15626673,Customer_7264,600,France,Female,65,5,177282.2,2,1,0,132629.2,1
7265,15637518,Customer_7265,579,Spain,Male,64,2,74981.95,2,1,1,198828.22,1
7266,15786355,Customer_7266,783,France,Male,32,0,78621.32,1,0,0,186756.29,1
7267,15721626,Customer_7267,741,France,Female,84,2,0.0,1,1,0,101684.43,1
7268,15675585,Customer_7268,631,France,Male,30,10,0.0,2,1,1,105566.08,0
7269,15804202,Customer_7269,740,France,Female,76,5,97573.0,1,1,0,114686.68,0
7270,15590078,Customer_7270,760,France,Female,90,10,23905.69,4,0,0,158450.05,0
7271,15683870,Customer_7271,593,France,Female,30,3,238611.31,2,0,0,110163.96,0
7272,15716303,Customer_7272,680,Spain,Male,89,0,0.0,2,0,1,23563.12,0
7273,15744181,Customer_7273,475,Germany,Male,36,5,0.0,2,1,1,167650.29,0
7274,15649253,Customer_7274,702,France,Female,74,0,0.0,1,1,1,177059.82,0
7275,15775054,Customer_7275,671,France,Female,49,7,0.0,2,1,0,183592.66,0
7276,15690979,Customer_7276,610,Spain,Male,38,2,56422.62,1,0,0,84127.06,0
7277,15788889,Customer_7277,541,France,Female,31,2,176790.58,2,0,0,44261.84,0
7278,15783410,Customer_7278,538,France,Male,41,0,241568.51,2,1,1,23889.99,0
7279,15726054,Customer_7279,789,Spain,Male,66,2,0.0,1,1,1,104927.29,0
7280,15652573,Customer_7280,767,Germany,Male,49,6,0.0,1,1,0,55495.66,1
7281,15736258,Customer_7281,850,Germany,Male,28,9,0.0,2,0,0,85460.87,1
7282,15780877,Customer_7282,529,France,Male,77,7,104514.53,1,1,1,19809.93,0
7283,15710912,Customer_7283,669,France,Male,85,10,203500.71,1,1,1,39854.02,0
7284,15603286,Customer_7284,596,Germany,Female,78,7,122533.43,2,1,1,87686.23,1
7285,15652002,Customer_7285,527,France,Female,22,2,24990.69,2,1,0,35722.47,0
7286,15771289,Customer_7286,690,Germany,Male,53,4,230960.25,1,0,1,45047.62,0
7287,15659318,Customer_7287,817,Germany,Male,81,0,99565.09,2,1,0,3997.02,1
7288,15750561,Customer_7288,664,France,Female,49,8,170447.62,1,1,0,14621.97,0
7289,15776300,Customer_7289,713,Spain,Female,88,7,170197.19,2,1,0,23294.63,1
7290,15732097,Customer_7290,803,Spain,Female,91,9,23522.1,1,1,0,131314.75,0
7291,15738901,Customer_7291,610,Germany,Female,83,1,0.0,1,1,0,30008.39,1
7292,15596616,Customer_7292,575,France,Female,27,9,31128.89,1,1,0,176113.88,0
7293,15659892,Customer_7293,784,France,Female,38,0,239567.47,2,0,1,157074.56,0
7294,15738341,Customer_7294,606,France,Female,57,3,200558.31,2,1,0,163455.63,0
7295,15565764,Customer_7295,819,France,Female,59,8,0.0,1,1,0,70429.88,0
7296,15716507,Customer_7296,681,Spain,Male,89,7,157568.77,1,1,0,11552.13,0
7297,15763211,Customer_7297,669,France,Female,63,2,156873.7,2,0,1,15303.72,1
7298,15693094,Customer_7298,717,France,Male,90,9,0.0,1,1,0,137943.57,1
7299,15788572,Customer_7299,595,France,Female,58,5,112975.42,1,1,0,184623.64,0
7300,15707147,Customer_7300,610,Germany,Female,21,8,180826.11,2,1,1,35065.02,0
7301,15710348,Customer_7301,557,France,Female,31,9,0.0,2,0,1,172848.82,0
7302,15800044,Customer_7302,557,France,Female,31,7,214216.92,1,0,0,130596.69,0
7303,15605367,Customer_7303,558,France,Female,70,9,168473.17,2,1,0,135336.71,0
7304,15575793,Customer_7304,693,Spain,Male,46,4,11661.83,2,1,0,139525.32,0
7305,15808373,Customer_7305,642,France,Female,40,8,215179.4,2,0,1,12456.28,0
7306,15588447,Customer_7306,649,Spain,Male,48,8,14656.01,2,0,1,120766.65,0
7307,15666184,Customer_7307,556,Spain,Male,88,2,223102.91,2,1,0,96662.15,0
7308,15696323,Customer_7308,784,France,Female,78,7,90092.53,2,1,1,167312.71,0
7309,15803462,Customer_7309,810,Spain,Male,40,3,177676.06,2,0,0,85629.66,0
7310,15786441,Customer_7310,637,France,Female,25,9,0.0,2,1,0,101905.78,0
7311,15644942,Customer_7311,655,Spain,Female,33,6,77504.52,2,1,0,116095.2,0
7312,15651523,Customer_7312,762,Germany,Female,43,9,0.0,1,1,0,117347.21,0
7313,15799081,Customer_7313,778,France,Male,46,7,132290.02,1,0,0,79996.07,0
7314,15729997,Customer_7314,731,France,Female,23,6,149845.97,2,0,1,33254.37,0
7315,15698764,Customer_7315,749,France,Male,54,4,80090.06,2,1,0,50283.05,0
7316,15761441,Customer_7316,546,Spain,Female,50,10,248174.89,2,0,1,82485.28,0
7317,15629041,Customer_7317,576,France,Female,63,0,0.0,1,1,0,123947.31,0
7318,15803219,Customer_7318,848,Germany,Male,78,7,0.0,1,1,0,90904.1,0
7319,15617090,Customer_7319,654,France,Male,58,4,163703.73,1,1,1,158323.83,0
7320,15656101,Customer_7320,648,Spain,Male,35,2,0.0,2,1,1,115012.13,0
7321,15708480,Customer_7321,789,France,Male,33,1,0.0,1,0,0,68540.28,0
7322,15726638,Customer_7322,585,Germany,Male,68,2,88948.02,2,1,1,99429.1,0
7323,15733588,Customer_7323,698,France,Male,54,8,55084.96,2,1,1,71871.73,0
7324,15784575,Customer_7324,843,Germany,Female,31,1,21072.7,2,1,0,6077.59,1
7325,15740610,Customer_7325,594,France,Male,85,9,0.0,2,1,1,56220.02,1
7326,15750532,Customer_7326,511,France,Female,47,0,96213.2,2,1,0,90179.32,0
7327,15567982,Customer_7327,554,France,Female,77,1,62924.43,2,0,0,51064.22,0
7328,15611087,Customer_7328,606,Germany,Female,70,1,0.0,1,0,1,143910.19,0
7329,15649802,Customer_7329,573,France,Female,53,10,79993.44,2,1,1,172418.3,0
7330,15609332,Customer_7330,688,Germany,Female,47,4,0.0,1,1,0,59395.77,0
7331,15797632,Customer_7331,654,France,Male,81,0,157932.28,1,0,1,4854.67,0
7332,15631925,Customer_7332,829,Spain,Female,31,9,27963.62,2,0,1,175101.77,0
7333,15687116,Customer_7333,644,Spain,Female,40,7,132158.31,1,1,1,115478.93,0
7334,15587577,Customer_7334,687,Germany,Female,65,1,102983.51,2,1,1,1174.85,0
7335,15679279,Customer_7335,660,France,Male,45,5,137807.03,1,0,1,99984.42,0
7336,15790221,Customer_7336,720,France,Male,24,4,86905.75,2,0,0,19360.45,0
7337,15570687,Customer_7337,573,France,Male,59,1,146877.02,2,1,1,134779.57,0
7338,15612599,Customer_7338,611,France,Male,27,9,29636.45,2,1,1,106767.36,1
7339,15649921,Customer_7339,780,Germany,Female,85,0,100278.15,1,1,1,182632.0,0
7340,15636114,Customer_7340,724,Germany,Male,61,5,0.0,1,1,1,79014.85,0
7341,15613980,Customer_7341,754,Spain,Female,30,5,115141.53,3,1,0,184721.92,0
7342,15651788,Customer_7342,616,France,Male,50,2,105600.67,2,1,1,167289.45,0
7343,15574053,Customer_7343,802,Germany,Male,49,7,161484.08,1,1,1,150486.87,0
7344,15583870,Customer_7344,593,France,Male,65,8,160901.85,2,1,1,87601.51,1
7345,15574918,Customer_7345,595,Germany,Male,22,2,109207.54,1,1,1,82863.17,1
7346,15636822,Customer_7346,644,France,Female,78,8,53589.56,1,1,1,78935.75,0
7347,15808091,Customer_7347,791,France,Male,20,7,149659.28,2,1,0,10346.01,0
7348,15815282,Customer_7348,588,France,Female,41,4,0.0,1,1,1,121208.0,0
7349,15575417,Customer_7349,522,Germany,Female,51,5,0.0,1,1,1,159580.24,1
7350,15708131,Customer_7350,782,Spain,Female,59,0,26574.2,2,0,1,148808.86,0
7351,15667290,Customer_7351,582,France,Female,37,4,0.0,2,1,1,116568.28,0
7352,15776824,Customer_7352,766,France,Female,58,9,0.0,2,0,1,71451.1,1
7353,15735024,Customer_7353,583,France,Female,37,9,0.0,1,1,0,138958.77,0
7354,15727921,Customer_7354,630,Germany,Female,23,6,210330.33,2,1,0,105779.03,0
7355,15777496,Customer_7355,814,France,Male,74,0,128326.64,2,1,1,167944.45,0
7356,15609898,Customer_7356,787,Spain,Female,59,9,0.0,2,1,1,54680.41,0
7357,15671217,Customer_7357,801,Spain,Male,42,8,238047.77,1,1,0,20427.36,0
7358,15780884,Customer_7358,609,Spain,Male,58,6,40015.08,1,0,0,654.46,0
7359,15763319,Customer_7359,684,France,Female,58,3,39498.75,2,1,1,148603.2,1
7360,15601530,Customer_7360,702,Spain,Female,20,10,68868.37,1,0,1,119865.26,0
7361,15645915,Customer_7361,722,Germany,Male,60,3,28425.31,1,1,0,11993.05,0
7362,15753339,Customer_7362,657,France,Male,63,10,190396.64,1,1,0,167980.48,0
7363,15814323,Customer_7363,804,Germany,Female,74,9,0.0,1,1,1,95439.38,0
7364,15670557,Customer_7364,532,Spain,Female,91,6,185161.12,1,1,1,92265.91,0
7365,15568489,Customer_7365,766,France,Male,68,5,193056.99,2,1,1,136909.14,0
7366,15750333,Customer_7366,675,France,Male,22,2,67004.45,2,0,1,126931.7,0
7367,15728919,Customer_7367,850,France,Female,90,8,134407.27,1,0,0,47752.18,0
7368,15773911,Customer_7368,647,Germany,Male,32,5,134702.12,2,0,1,128941.47,0
7369,15600682,Customer_7369,537,France,Male,56,10,219127.46,2,0,0,171634.64,0
7370,15635460,Customer_7370,635,Spain,Female,87,1,16151.4,1,1,0,78355.39,0
7371,15629416,Customer_7371,550,Germany,Male,55,9,86032.08,2,1,1,57960.35,1
7372,15752134,Customer_7372,781,Germany,Female,56,1,221797.45,1,0,0,12030.47,1
7373,15676043,Customer_7373,617,France,Female,69,0,0.0,1,0,0,121024.51,0
7374,15708824,Customer_7374,639,Germany,Female,20,10,42851.2,2,1,1,151071.44,0
7375,15715197,Customer_7375,652,France,Male,46,4,148273.38,2,1,0,193520.8,1
7376,15715592,Customer_7376,568,France,Female,48,9,0.0,1,0,0,122391.57,0
7377,15623518,Customer_7377,580,Germany,Male,83,5,122150.68,1,1,1,89585.05,1
7378,15800271,Customer_7378,513,France,Female,62,2,0.0,1,1,0,187027.87,1
7379,15604856,Customer_7379,445,Germany,Female,90,3,134967.27,3,0,1,35771.2,0
7380,15649493,Customer_7380,637,France,Male,39,4,133813.55,1,1,0,141678.27,0
7381,15797636,Customer_7381,599,France,Male,27,3,0.0,2,1,1,65469.59,0
7382,15642601,Customer_7382,551,France,Male,38,8,0.0,1,1,1,172291.35,0
7383,15638255,Customer_7383,699,Spain,Female,34,2,187555.51,1,1,1,149046.45,0
7384,15607955,Customer_7384,738,Germany,Male,84,4,66188.92,2,1,0,66728.78,1
7385,15771216,Customer_7385,688,Germany,Female,24,6,86801.08,1,1,1,154961.86,0
7386,15569988,Customer_7386,664,France,Male,53,6,199270.77,2,0,0,178078.49,0
7387,15696748,Customer_7387,831,France,Female,84,5,0.0,2,0,1,50476.5,1
7388,15674429,Customer_7388,610,Spain,Female,47,8,0.0,2,1,1,114339.63,0
