battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1370,1,1.8,1,0,1,13,1.0,116,1,2,193,1662,1237,8,5,5,0,1,0,1
1231,0,1.5,0,4,1,10,0.9,167,3,7,1692,666,1183,16,0,4,0,1,1,1
3473,1,1.1,1,6,0,52,0.4,100,4,14,1624,688,2762,5,4,6,1,1,0,2
5113,0,1.8,1,10,1,213,0.9,96,1,20,129,1633,3683,10,7,19,1,1,0,3
2092,1,1.0,0,4,0,8,0.9,103,4,3,186,1105,1214,11,6,4,1,0,0,1
937,1,1.3,0,4,1,9,0.3,100,7,6,54,1073,573,17,7,11,1,1,0,0
2789,0,1.1,0,12,1,58,0.2,139,6,13,1099,702,3510,13,8,2,0,1,0,3
1854,0,1.5,1,3,0,19,0.6,163,1,2,782,689,917,5,1,2,1,1,0,1
1165,0,1.1,1,2,0,3,0.1,87,3,6,693,1937,767,10,15,11,0,1,0,0
1450,0,1.7,0,4,1,6,0.9,117,1,4,584,524,635,8,5,2,0,1,0,0
1538,0,2.1,0,13,1,23,0.7,107,2,11,1657,770,1170,18,5,19,0,0,1,2
4635,1,1.1,0,15,1,137,0.3,87,8,9,1081,824,3206,18,7,8,0,1,1,3
1347,0,1.6,0,4,1,14,0.4,85,3,5,458,731,1004,14,2,18,0,0,1,0
801,0,2.4,0,4,0,6,0.6,163,2,6,374,577,920,18,13,19,0,0,0,0
2753,0,2.4,1,10,1,41,0.1,180,5,19,1172,1838,2068,8,15,19,1,0,1,3
781,0,1.8,1,3,0,8,1.0,102,1,5,1641,586,502,17,4,11,1,1,1,0
3676,1,1.0,0,19,1,76,0.3,106,5,18,318,905,3503,7,9,15,0,0,1,3
1617,0,1.3,0,1,1,21,0.1,170,6,3,1546,997,1926,15,9,5,0,1,1,1
2773,1,1.1,1,17,1,17,1.0,136,2,12,806,1286,2708,10,10,13,1,0,1,2
5423,0,3.0,0,6,0,135,0.8,160,6,16,46,1050,3166,9,7,19,1,0,0,3
1637,0,1.0,0,19,1,18,0.8,172,5,8,820,1298,1916,11,7,15,0,0,1,2
589,0,2.2,1,3,1,7,0.8,153,1,5,1552,702,361,5,12,9,0,0,1,0
1540,1,1.1,0,1,0,9,0.4,171,5,6,82,1176,1915,12,8,16,0,1,0,1
515,1,2.6,1,3,0,2,0.8,127,4,6,1655,1191,603,12,0,6,1,1,1,0
591,0,0.8,0,0,1,8,0.3,93,2,4,752,611,894,16,12,16,0,0,0,0
1875,1,0.9,0,0,0,24,0.3,185,8,5,1667,710,1161,10,2,17,0,0,1,1
1990,0,0.8,1,15,1,21,0.3,108,8,14,65,1757,1230,12,13,6,1,1,1,2
5192,1,0.7,0,12,1,166,0.7,107,5,11,1640,1293,3201,13,3,12,0,1,1,3
3040,1,1.9,1,6,1,48,0.8,173,2,19,122,1069,3065,14,6,16,0,1,0,2
5804,0,1.7,1,13,0,66,0.7,106,2,15,1294,1957,3841,6,5,11,1,1,0,3
3368,1,2.6,1,16,1,42,0.3,157,6,13,536,980,2401,8,2,6,0,1,1,2
1732,0,2.7,1,0,1,25,0.9,106,5,4,1674,550,1972,14,15,5,1,0,1,1
4639,1,1.5,0,17,1,45,0.7,134,5,15,915,1854,2755,12,11,17,0,1,1,3
2450,0,0.9,0,1,1,16,0.6,126,7,5,1705,625,1961,10,1,9,1,0,1,1
1980,1,2.6,1,11,1,28,0.5,107,8,15,292,1376,1822,10,1,15,0,1,1,2
1378,0,1.3,0,4,1,9,0.6,91,7,7,1023,565,1763,15,12,2,0,1,0,1
1432,0,0.7,1,3,0,12,0.5,96,6,4,978,1495,462,7,6,12,1,0,0,0
2077,0,1.8,0,12,1,186,0.6,174,2,10,956,1891,3870,12,8,9,1,1,1,3
2667,1,2.9,0,10,1,50,1.0,123,6,11,1039,603,1311,12,14,2,1,0,0,2
1802,1,1.2,1,3,1,26,1.0,152,8,6,1455,961,1723,15,9,7,1,1,1,1
1411,0,2.3,1,2,0,15,0.3,126,2,6,1468,1034,830,12,12,15,1,1,1,0
2285,1,1.2,0,1,1,25,0.8,104,3,3,657,1707,1456,13,8,16,1,1,1,1
3422,0,2.1,1,8,1,34,0.2,132,2,10,1245,987,2967,18,15,14,1,0,0,2
2325,1,2.4,1,1,0,17,0.8,182,1,5,425,1087,1545,18,4,13,1,1,1,1
2202,1,2.3,1,19,1,60,0.4,135,4,17,1150,1309,2095,8,8,3,1,1,0,2
1066,1,2.3,0,2,1,17,0.9,190,1,4,208,800,703,12,5,9,0,0,1,1
629,0,1.2,1,4,0,4,0.4,92,5,6,944,1908,386,16,13,11,1,1,0,0
1239,0,1.1,0,3,1,13,0.5,127,6,2,1576,1323,1433,10,3,6,0,0,1,1
3092,1,0.9,0,19,1,36,0.5,191,6,16,1620,987,2425,10,13,9,1,0,1,2
3686,0,0.6,1,11,1,237,0.5,187,4,19,1362,1495,3999,10,8,2,0,1,0,3
1035,0,2.0,1,4,0,5,0.2,164,7,4,765,1116,980,10,7,8,0,1,1,0
681,1,2.7,0,4,0,4,0.4,149,3,4,411,1904,818,7,16,15,1,0,1,0
4922,0,0.9,1,11,0,218,0.9,84,5,11,1525,863,2735,5,11,2,1,0,1,3
5691,0,0.8,0,19,1,39,0.3,114,2,15,92,1840,3428,5,4,9,0,1,0,3
1068,1,0.6,0,2,1,7,0.4,95,4,4,377,1501,802,13,6,12,1,1,0,0
3382,1,1.6,1,9,1,32,0.3,145,4,12,601,1814,1141,13,16,2,1,1,1,2
2106,0,1.3,0,10,0,51,0.8,126,1,15,1839,906,2461,7,9,3,0,0,0,2
1914,0,1.3,1,19,0,33,0.2,83,1,15,1953,888,1985,17,12,7,0,0,1,2
3400,1,1.1,0,7,1,104,0.7,193,1,19,420,655,3810,16,15,19,0,1,0,3
2344,0,1.4,1,16,0,50,1.0,191,5,10,850,1054,1388,5,15,8,0,1,0,2
2540,0,2.4,0,9,0,62,0.7,131,1,11,1469,1395,2585,13,17,12,1,1,1,2
1388,0,1.8,0,0,1,15,0.2,132,1,7,1131,1439,498,9,10,17,1,1,1,0
1209,1,1.4,0,4,0,17,1.0,182,7,4,653,1524,1496,12,11,17,1,1,0,1
993,1,2.3,1,4,0,9,0.8,193,6,4,103,1885,488,7,3,3,0,0,0,0
1835,1,2.5,0,14,0,38,0.9,94,5,16,899,622,2623,11,5,4,0,0,1,2
2482,1,0.9,1,7,1,127,0.5,174,6,12,992,1643,3986,17,5,6,0,1,0,3
2581,0,2.5,0,10,1,116,0.2,92,7,13,28,1435,3432,16,1,19,0,0,1,3
4922,1,2.5,0,7,0,100,0.6,82,4,17,783,769,2126,8,2,2,0,1,0,3
3351,1,0.8,1,9,1,53,0.1,138,7,19,322,1674,2973,18,15,16,0,1,0,2
1288,0,1.5,0,3,1,27,0.3,104,1,4,1832,1401,924,16,6,11,1,1,0,1
1232,0,2.1,1,1,0,22,0.6,100,4,3,1248,644,1382,6,6,10,0,1,0,1
1424,1,0.6,0,2,0,13,0.2,194,6,3,549,726,708,15,14,10,1,1,1,0
5237,0,2.9,1,17,1,141,0.8,154,5,16,166,1324,2338,17,3,19,0,0,1,3
2297,0,1.4,0,2,1,13,0.4,197,5,4,1205,568,1021,18,0,10,0,0,1,1
1664,1,1.0,1,0,0,19,0.2,88,7,2,1351,1010,1221,8,5,16,0,0,0,1
1395,0,1.8,0,4,0,24,0.4,91,5,2,925,745,1150,15,12,12,1,0,0,1
2620,1,0.9,0,8,1,40,0.3,95,2,14,642,1453,2381,18,12,2,1,0,0,3
2381,0,1.3,1,9,1,36,0.7,125,5,10,1113,1397,1677,14,9,12,0,0,0,2
2342,0,2.2,0,11,1,138,0.9,119,7,16,875,1435,3919,17,2,7,1,1,0,3
2032,0,3.0,1,12,1,29,0.1,161,8,10,522,1298,2814,12,15,7,0,0,0,2
5442,0,1.6,1,7,1,226,0.8,195,4,9,212,1882,3956,14,15,7,0,1,1,3
1392,1,2.1,0,1,0,5,0.7,136,7,4,1783,1489,260,13,10,6,0,0,1,0
567,1,2.9,0,4,1,15,0.6,146,3,5,1475,790,382,6,8,19,1,1,1,0
704,1,2.9,0,2,0,3,0.6,153,4,6,825,1369,446,14,6,4,1,1,0,0
2948,1,0.6,1,7,1,33,0.6,188,7,18,1508,1927,1481,9,1,8,1,1,0,2
1148,1,2.7,1,4,0,4,0.6,191,6,7,1124,679,277,5,4,4,0,1,1,0
2532,0,1.2,1,15,1,21,0.7,172,2,17,249,1202,1921,5,14,7,0,0,1,2
2947,1,1.3,0,15,1,205,0.3,181,5,12,472,1700,3803,13,12,10,0,1,1,3
2091,1,2.3,0,7,1,49,0.2,113,8,8,269,907,1216,11,17,2,1,0,1,2
2184,1,2.6,0,0,0,16,0.8,175,6,7,1570,920,1547,17,16,14,0,0,1,1
2854,0,2.4,1,19,1,60,0.3,165,3,12,1566,526,1739,16,15,11,0,1,1,2
2579,0,1.9,1,18,0,38,0.6,82,7,19,1538,1566,2711,7,16,17,1,1,1,2
2854,1,0.5,1,7,1,78,0.1,194,5,17,1180,1395,3460,9,8,11,1,0,1,3
4768,0,1.6,0,19,1,219,0.3,125,4,11,1155,1923,2489,14,6,13,1,1,0,3
4198,1,1.0,0,14,0,108,0.7,198,8,16,916,1041,4072,6,3,4,1,0,0,3
1462,0,1.5,1,3,0,16,0.2,197,1,5,250,1776,1348,13,15,19,0,1,1,1
2402,0,2.4,0,13,1,67,0.3,82,1,20,1896,645,3418,17,5,12,0,0,0,3
2490,1,1.5,1,12,1,58,0.4,148,8,12,1492,1350,1105,5,12,5,0,0,1,2
629,1,1.9,0,2,0,2,0.1,102,2,5,116,746,288,6,8,7,1,1,0,0
3329,0,1.8,0,8,1,27,0.9,188,7,20,249,1406,1814,7,2,15,1,0,1,2
928,0,2.6,1,2,0,7,0.5,90,6,5,1431,1365,416,11,12,14,0,1,1,0
2783,0,2.3,0,15,0,229,0.7,133,7,20,1003,595,3924,18,6,15,0,1,1,3
2900,0,1.7,0,8,1,29,0.2,81,3,10,1719,1797,1522,10,2,8,1,1,1,2
3541,0,2.8,1,14,1,168,0.4,155,8,17,8,1344,2191,18,6,2,0,0,1,3
890,1,2.4,1,2,0,3,0.8,166,2,2,70,880,937,10,6,11,1,0,1,0
604,1,2.3,0,0,0,13,0.5,170,6,2,1875,508,714,15,10,16,0,0,0,0
4903,1,2.8,1,15,1,98,0.8,129,8,17,510,1595,2597,12,11,6,0,0,1,3
607,1,1.5,1,0,0,15,0.9,103,4,4,1123,1457,283,7,6,12,1,0,1,0
1273,0,1.1,1,1,0,23,0.8,178,6,7,51,925,1356,14,10,18,1,0,1,1
1753,1,2.5,1,5,1,33,0.8,85,2,11,1362,689,1274,10,15,9,0,1,0,2
1017,0,0.7,1,0,0,15,0.3,147,8,7,131,1884,658,10,2,13,1,1,0,0
1530,0,0.8,1,7,1,28,0.7,190,1,15,38,965,1826,14,5,9,1,1,1,2
5898,1,3.0,1,11,0,202,0.4,189,2,18,636,995,3239,12,3,13,1,1,1,3
1656,1,1.5,1,2,0,29,0.4,97,6,3,1113,1372,1171,15,12,2,1,0,0,1
2479,0,2.7,0,2,0,22,1.0,160,2,2,1068,1654,2026,6,13,12,1,0,0,1
679,1,1.1,1,4,0,14,0.5,102,7,4,456,1899,915,7,10,3,0,0,0,0
1688,1,2.1,0,0,1,9,0.9,80,4,2,1753,852,699,9,16,18,0,0,1,1
2438,1,0.5,0,1,1,29,0.5,188,2,3,1648,914,1854,6,2,19,1,1,1,1
2815,1,2.0,0,10,0,176,0.2,134,3,9,628,894,2994,10,11,13,0,1,0,3
1319,0,0.8,1,2,0,4,0.5,117,6,5,907,1173,758,15,12,19,0,0,0,0
2004,1,2.1,0,0,1,18,1.0,199,7,6,1823,1353,1838,13,6,7,0,1,1,1
4337,1,0.6,0,9,1,137,0.9,153,2,17,914,1440,3014,18,1,7,0,0,0,3
1414,1,1.8,1,3,1,12,0.8,172,2,7,766,824,1795,9,10,17,1,1,0,1
843,0,2.1,0,4,1,13,0.4,177,4,4,1123,532,835,7,0,7,1,1,1,0
3846,0,1.3,1,14,1,90,0.9,193,8,15,1220,1020,2148,13,1,18,1,0,1,3
5239,0,2.6,1,10,0,237,0.4,163,1,17,652,1376,3942,6,6,17,1,0,0,3
3224,0,1.1,1,9,0,19,0.7,153,1,18,1261,1480,1337,8,1,9,0,0,0,2
1243,0,1.8,1,4,0,27,0.3,193,2,6,961,1694,635,5,10,16,1,1,0,1
1352,1,1.1,0,0,1,14,0.6,87,4,3,66,1786,1022,6,16,9,1,0,1,0
4397,1,1.3,0,15,1,253,0.3,133,7,14,711,1458,2263,10,7,7,0,0,0,3
1226,0,2.6,1,4,0,22,0.3,127,4,6,1881,1841,1788,17,12,3,0,1,0,1
629,0,1.9,0,3,1,14,0.8,194,6,5,567,1456,821,9,17,3,1,0,1,0
2138,0,1.1,0,3,1,19,0.8,88,4,3,1617,1255,635,13,12,15,1,1,1,1
1375,0,3.0,1,3,1,20,0.4,97,5,6,923,1439,647,11,17,11,0,0,1,1
3092,0,2.3,1,11,1,104,0.6,177,5,8,354,1056,3170,6,2,6,0,0,1,3
3081,1,2.4,1,9,1,26,0.2,110,4,12,116,839,1386,11,11,4,0,0,1,2
1066,1,1.0,0,3,1,9,1.0,119,8,3,54,1322,576,17,0,5,0,0,0,0
1227,1,0.8,1,0,1,12,0.8,162,2,5,319,1547,450,9,2,12,1,0,0,0
3800,0,1.0,0,8,1,84,0.5,138,3,9,1048,835,3344,12,8,16,0,0,0,3
512,1,0.6,1,2,0,4,0.4,185,3,2,1141,894,928,16,15,19,1,1,1,0
1955,0,2.2,1,5,1,36,0.3,127,6,15,1632,849,2176,11,1,13,0,1,0,2
2204,1,1.2,1,14,1,227,0.2,165,5,20,139,1625,3556,8,14,19,0,1,1,3
1124,0,0.7,0,1,1,10,0.5,87,8,4,1411,1412,532,16,9,2,0,1,0,0
4655,1,0.7,0,16,0,240,0.5,153,5,20,1499,1237,2271,5,16,17,1,1,1,3
1774,0,2.2,1,0,1,19,0.8,166,2,4,1223,1609,1034,8,12,13,0,0,0,1
2720,0,0.9,1,19,1,50,0.5,166,8,12,1185,1161,1160,12,6,3,0,1,0,2
839,1,2.1,1,3,1,9,1.0,104,4,5,994,1022,666,18,11,17,1,0,0,0
647,1,1.7,0,1,0,15,0.9,184,4,2,1855,1128,451,10,8,7,1,0,1,0
2021,1,2.2,1,1,0,24,0.5,140,3,7,1350,1291,897,7,14,4,1,0,1,1
1809,1,0.8,1,3,0,13,0.8,194,7,2,7,599,699,8,10,14,1,0,0,1
2109,1,0.8,1,2,0,15,0.2,122,8,2,559,1105,1364,10,15,2,0,0,0,1
1462,0,0.9,1,0,1,8,0.4,88,1,5,502,520,1505,5,11,15,0,1,1,1
1967,1,2.2,0,1,1,30,0.2,125,3,6,1235,1560,1255,8,10,2,1,0,1,1
5386,1,1.6,1,7,1,108,0.3,93,6,14,1740,1218,2745,14,2,16,1,1,1,3
2002,1,0.8,0,11,1,23,0.3,199,4,13,1917,883,1928,12,11,19,0,1,1,2
2171,0,1.4,1,11,1,78,0.7,160,2,13,765,1652,3223,12,7,17,0,0,0,3
1216,0,1.3,1,3,0,29,0.1,196,3,7,1610,1493,1452,13,6,3,1,0,1,1
624,0,1.1,1,0,0,8,0.9,81,2,4,1525,1441,362,16,14,9,0,0,0,0
2059,1,0.8,0,15,1,35,0.7,176,4,15,1442,1959,2387,13,3,15,1,1,1,2
3008,0,1.5,0,18,0,22,0.5,134,5,19,332,770,1077,7,9,6,0,0,0,2
639,0,2.7,0,4,1,11,0.6,178,5,4,392,512,373,10,9,13,1,1,0,0
865,0,0.9,1,0,1,8,0.8,105,3,3,57,1195,532,7,2,9,0,1,0,0
782,1,2.6,1,3,1,15,0.3,83,6,3,328,1070,956,5,3,3,0,1,1,0
568,1,0.8,0,2,0,3,0.5,174,7,5,800,824,897,17,16,11,1,0,0,0
2758,1,1.8,1,12,1,18,0.6,107,3,10,1365,1063,2015,17,2,7,1,0,0,2
1402,0,2.6,0,4,1,28,0.5,132,5,5,798,1066,1275,14,16,16,1,0,1,1
1347,1,2.4,1,1,0,12,0.6,111,5,4,1536,839,658,11,14,9,0,1,0,0
1157,1,2.7,1,1,0,15,0.7,175,5,6,568,888,445,14,15,5,1,1,0,0
1432,1,2.1,0,4,1,20,0.3,190,4,7,59,1279,2029,10,9,5,1,1,0,1
1108,0,2.3,0,1,1,10,1.0,126,2,2,1758,1958,656,15,6,5,0,0,1,0
1344,0,1.7,1,1,0,9,1.0,185,1,2,508,1884,912,18,17,4,1,0,0,1
2126,1,1.0,1,19,1,62,0.1,199,6,12,1852,1715,1244,16,0,2,0,1,0,2
3218,1,1.2,0,7,1,43,0.3,120,4,16,1015,870,2024,13,10,11,1,0,0,2
2117,1,1.4,0,18,0,134,0.8,135,3,20,1250,839,3324,8,6,9,1,1,0,3
2035,1,1.6,0,4,1,16,0.3,149,6,3,853,1219,549,15,12,15,1,0,0,1
3048,0,1.7,0,18,1,40,0.1,130,6,19,1140,1598,1803,13,14,14,0,1,0,2
4539,1,1.4,1,10,1,37,0.5,142,5,20,1757,1276,2664,17,12,14,0,0,1,3
3265,0,1.0,0,17,1,235,0.3,132,4,18,1514,1079,2495,14,11,2,1,0,0,3
1115,0,1.2,1,1,0,13,0.6,190,4,7,154,1022,788,7,2,7,1,0,1,1
2337,1,2.1,0,18,0,51,0.6,113,7,16,1215,865,1827,15,5,12,1,1,0,2
926,1,0.7,1,1,1,8,0.8,154,8,2,1574,1640,961,7,13,10,0,0,1,0
2115,1,2.2,1,4,0,19,0.7,88,4,4,307,794,1457,15,13,17,0,0,1,1
4068,1,0.8,0,8,1,42,0.1,112,7,10,600,1758,2482,16,3,6,1,0,0,3
1321,1,2.6,0,2,0,8,0.7,123,2,7,811,1665,405,15,0,3,1,0,0,0
1817,1,2.0,1,3,0,17,0.4,145,3,3,935,1345,1008,11,4,11,0,0,0,1
3197,1,3.0,1,16,1,184,0.5,158,2,11,986,1316,2640,14,8,2,1,1,0,3
1406,0,2.0,1,3,0,21,0.2,120,2,2,1806,737,1083,18,7,9,1,0,1,1
1664,0,0.5,0,11,1,30,0.6,197,8,14,1293,844,1742,10,1,9,0,1,0,2
2701,0,0.8,0,17,1,52,0.4,97,6,19,761,1770,1040,6,0,2,0,1,1,2
1108,0,2.8,0,4,1,15,0.6,86,7,4,257,1061,640,15,13,3,0,0,0,0
2327,1,1.2,1,15,1,31,0.7,81,1,9,360,995,2919,15,1,5,0,1,0,2
1569,1,2.0,1,18,1,48,0.2,169,4,9,207,1385,2597,11,4,12,1,1,0,2
2920,1,2.6,0,5,1,55,0.4,119,4,14,1287,645,2551,6,14,8,0,1,1,2
1416,1,2.8,0,1,0,6,0.7,145,8,7,1947,1728,336,10,10,5,0,1,0,0
555,1,2.4,0,0,0,3,0.6,191,2,4,1408,1244,447,10,14,3,1,1,1,0
678,1,2.1,0,3,0,6,0.1,185,3,5,228,1136,809,12,11,14,0,0,0,0
2490,0,0.7,1,2,0,25,0.7,109,5,4,756,1155,594,5,7,12,1,1,1,1
2242,1,2.5,1,2,0,13,0.9,112,5,4,1148,1047,1109,12,9,11,1,1,1,1
1863,1,2.1,1,8,1,28,0.6,155,5,19,265,951,1116,17,17,18,0,1,0,2
1193,1,2.9,0,1,0,11,0.4,167,6,7,1037,818,507,17,13,17,0,1,0,0
3435,1,2.2,1,11,1,143,0.2,170,3,19,1418,1834,2568,6,10,10,1,0,0,3
2782,0,2.8,1,17,0,134,1.0,161,6,15,1958,508,3676,16,12,2,0,1,1,3
2461,1,1.2,1,8,0,64,1.0,109,1,15,1724,663,3255,12,12,6,0,0,1,3
3634,0,2.2,0,12,1,38,0.7,163,1,20,899,1527,3692,5,3,11,1,0,0,3
2039,0,0.6,0,7,1,41,0.1,116,7,11,286,1317,3809,7,9,19,1,1,1,3
3113,0,2.9,0,19,1,25,0.8,159,6,8,1653,1883,1082,14,9,5,1,1,0,2
513,1,2.0,0,0,0,13,1.0,180,1,4,1720,763,773,12,9,10,0,0,1,0
3189,0,2.3,1,13,1,54,0.2,106,3,16,1676,1089,3081,15,4,3,0,0,0,3
5460,1,1.7,1,9,1,221,0.6,115,8,8,1185,1353,3341,11,2,9,0,1,1,3
3133,1,1.3,1,18,1,63,0.6,84,1,12,514,1451,1781,15,14,7,1,1,0,2
1816,1,1.2,0,11,1,21,0.1,83,5,15,568,586,2991,16,4,5,1,0,1,2
1727,1,1.2,1,5,1,26,0.1,181,5,8,1786,1158,2638,5,10,19,1,0,1,2
1654,1,1.5,1,16,0,55,1.0,179,4,17,407,947,1482,14,16,16,1,0,1,2
3477,1,0.7,1,5,1,182,0.6,82,7,10,727,1351,3438,14,6,18,1,0,0,3
2229,1,2.7,0,1,0,26,0.2,87,7,3,993,919,947,10,8,12,0,1,0,1
656,0,1.8,0,4,1,14,0.3,199,8,4,1180,1457,1000,7,8,14,1,1,1,0
697,1,2.7,0,2,0,9,0.9,123,1,7,178,1900,811,5,12,11,0,0,0,0
939,0,1.3,0,2,0,15,1.0,192,7,6,1011,1501,715,18,17,5,0,1,1,0
1797,0,2.6,1,18,1,31,0.7,141,4,15,1445,1535,2769,11,10,13,0,0,0,2
2210,0,1.1,1,2,0,29,0.7,191,2,2,1156,1738,2002,9,1,3,0,1,0,1
5066,1,2.6,0,12,1,201,0.3,108,6,9,1664,1238,3802,6,16,14,1,0,0,3
1081,0,2.8,0,4,0,13,0.4,105,3,6,636,1838,497,12,6,8,0,0,0,0
1849,0,2.1,0,0,0,29,0.7,162,4,3,1512,669,1467,9,15,5,0,0,0,1
714,1,2.6,0,4,1,2,0.9,98,5,6,1635,1131,880,11,1,5,1,0,0,0
2313,0,2.0,1,0,0,18,0.4,166,7,6,215,1779,1447,7,16,2,1,0,0,1
1646,1,1.1,0,3,0,16,0.7,119,6,3,980,1168,1632,6,16,12,1,0,0,1
558,1,2.6,0,3,0,6,0.2,157,5,2,433,695,870,18,5,3,1,1,0,0
1234,1,2.8,1,2,0,10,0.5,179,8,3,33,525,1434,7,12,5,0,0,1,1
3171,0,1.3,0,5,1,47,0.7,172,7,11,819,891,2498,17,14,7,1,0,0,2
772,1,2.1,0,2,0,7,0.3,153,7,6,1617,1918,293,17,7,3,0,1,0,0
1207,0,1.7,0,0,0,13,0.7,153,3,7,1579,1493,902,17,10,3,0,1,1,0
2757,0,2.1,0,7,1,229,0.8,147,5,18,318,604,2642,14,15,7,0,0,0,3
912,1,1.9,0,0,0,10,0.9,198,8,7,735,1743,727,7,3,4,0,1,0,0
651,1,1.1,0,3,0,9,0.7,161,8,6,1147,1766,914,18,0,15,0,0,1,0
1792,0,2.0,0,13,1,36,0.9,81,7,17,86,1808,2140,5,0,17,0,1,0,2
1078,0,1.0,0,2,0,10,0.9,172,4,6,1107,1151,694,17,12,14,0,0,0,0
1293,1,1.5,1,3,1,5,0.4,179,5,6,516,1493,641,14,1,19,1,0,1,0
2908,1,2.1,0,17,1,127,0.9,167,6,12,362,1161,2565,6,9,17,0,0,1,3
1980,1,0.9,0,17,1,55,0.9,154,8,14,78,943,2898,8,14,15,1,1,0,2
2304,1,0.7,0,4,0,31,0.4,91,7,3,1674,742,1639,7,17,7,0,0,1,1
5771,1,1.2,1,5,1,91,0.5,193,3,16,1097,1905,3712,16,11,3,1,0,1,3
4593,1,1.5,0,5,1,207,0.5,106,6,17,311,574,2575,6,10,16,0,1,1,3
5083,0,1.8,1,11,1,165,0.2,126,6,17,347,1333,2700,6,5,7,0,1,1,3
1501,0,0.7,1,4,0,13,0.6,156,3,7,1497,1717,798,13,13,7,1,0,0,1
1219,0,0.6,0,0,1,7,0.5,188,5,3,288,1294,939,17,3,3,0,1,0,0
1974,0,1.9,1,2,1,12,0.5,157,4,4,1180,1921,1451,14,14,5,1,0,0,1
5724,1,2.6,0,10,1,135,0.7,140,2,10,691,1378,3503,7,11,17,1,1,0,3
1915,0,2.8,1,4,1,28,0.1,168,1,2,654,516,1998,14,16,2,0,1,1,1
3964,0,1.5,0,9,1,109,0.8,85,2,19,988,1912,3516,18,0,14,0,1,1,3
1100,1,1.5,0,1,0,24,0.2,154,3,7,1844,1779,1135,15,11,9,1,1,0,1
2238,1,0.6,1,17,1,47,0.9,88,1,17,292,761,1916,8,11,3,0,0,0,2
2731,0,2.3,0,13,1,42,0.5,108,4,15,578,1068,1691,18,1,17,1,0,1,2
1780,1,1.1,0,19,0,63,0.7,154,3,15,342,1824,2564,7,11,5,0,1,1,2
993,0,2.0,1,2,0,5,0.2,185,3,5,741,1332,622,7,16,10,0,1,1,0
2792,0,2.2,0,11,0,52,0.3,86,5,12,547,1351,2013,13,14,10,0,0,0,2
582,1,0.8,1,3,0,6,0.9,196,6,3,569,1060,308,18,2,13,1,0,1,0
1465,0,1.4,1,1,0,16,0.4,197,6,6,1118,1862,910,5,16,8,1,0,0,1
555,1,2.8,0,0,0,13,0.8,131,7,7,1947,1424,879,11,7,3,1,0,1,0
2349,1,2.1,1,10,1,57,0.2,178,5,18,552,622,1541,16,10,2,1,0,0,2
581,1,1.4,1,3,1,10,0.6,145,4,7,1250,920,732,15,12,19,1,0,1,0
1791,1,2.2,1,11,0,48,0.3,111,1,15,1497,1626,1580,7,4,17,1,0,0,2
3386,1,2.4,1,10,1,60,0.2,156,4,8,1013,703,2551,15,14,4,0,0,1,2
2034,0,2.3,1,1,0,15,0.4,103,5,3,1354,774,1555,14,10,16,1,1,1,1
2552,0,2.0,1,5,1,133,0.8,99,7,14,73,1003,3884,7,7,8,1,0,0,3
1109,1,1.4,1,1,1,10,0.7,136,6,2,592,931,848,9,6,17,1,1,0,0
998,1,1.5,1,0,0,4,0.3,148,1,6,1649,1264,822,17,16,15,1,0,0,0
939,0,1.4,0,4,0,7,0.4,108,8,4,764,564,662,18,7,18,0,1,0,0
596,1,1.9,0,3,0,4,0.4,183,2,5,770,1054,727,15,13,12,0,0,0,0
1117,0,1.9,0,3,0,3,0.3,139,1,7,1293,1698,856,16,6,5,0,1,1,0
1989,0,2.1,0,0,1,17,0.6,129,7,3,326,965,1615,12,17,3,0,0,1,1
1345,1,1.9,0,4,1,2,0.8,115,8,4,1334,1574,643,8,14,17,1,0,1,0
5474,1,1.1,0,6,1,247,0.1,178,7,20,1508,594,2998,16,17,16,0,0,1,3
4142,1,2.9,0,10,1,118,0.7,194,5,13,292,1536,2881,15,7,8,1,0,0,3
509,1,1.5,0,2,0,11,0.4,156,2,6,433,878,640,6,4,8,0,1,1,0
1396,0,1.1,0,3,0,14,0.9,89,5,6,454,1298,473,10,0,18,1,1,1,0
1663,1,2.4,1,3,0,22,0.9,159,4,5,579,1801,709,15,12,10,1,1,0,1
1701,0,2.3,1,0,0,18,0.5,125,5,5,231,1824,1385,8,4,18,1,0,1,1
1439,0,2.4,0,3,1,10,0.6,119,5,7,1229,1372,994,17,13,12,0,0,1,0
1483,0,1.1,0,2,1,12,0.4,138,4,2,1903,1096,525,13,14,17,0,0,0,0
3469,0,1.0,1,15,0,224,0.8,182,5,11,768,1417,3349,15,7,14,0,0,0,3
4827,0,2.4,0,17,1,174,0.5,107,5,17,645,1760,2296,8,12,5,0,1,1,3
2258,1,2.8,0,0,1,25,0.9,195,4,2,1684,1810,701,12,13,17,0,0,1,1
2010,0,1.5,1,11,1,105,0.8,162,8,16,636,1032,3980,14,8,9,1,0,1,3
1235,1,2.7,1,3,0,18,0.8,196,2,7,1286,1845,710,18,14,9,0,0,1,1
1198,1,1.4,0,1,1,15,0.4,135,7,4,1948,531,341,9,16,9,0,0,0,0
813,1,2.0,1,2,1,8,0.3,168,3,4,1321,1795,766,16,14,12,0,1,1,0
